CLASSE,CLASSE_AULA,CLASSE_GRUPO,CLASSE_SOCIAL,,,,,,,,,,,,,,,
CLASSIFICAR,CLASSIFICAR_ESCOLHER,CLASSIFICAR_MÉTODO,CLASSIFICAR_ORGANIZAR,,,,,,,,,,,,,,,
CLICAR,CLICAR_BOTÃO,CLICAR_FOTO,,,,,,,,,,,,,,,,
COBRIR,COBRIR_COBERTOR,COBRIR_JORNALISMO,COBRIR_LOCAL,COBRIR_TAMPAR,,,,,,,,,,,,,,
COLABORAR,COLABORAR_AJUDAR,COLABORAR_DINHEIRO,,,,,,,,,,,,,,,,
COLAR,COLAR_ACESSÓRIO,COLAR_FILA,COLAR_GRUDAR,COLAR_INFORMÁTICA,,,,,,,,,,,,,,
COLHER,COLHER_PEDREIRO,COLHER_RETIRAR,COLHER_UTENSÍLIO,,,,,,,,,,,,,,,
COLUNA,COLUNA_FILA,COLUNA_PAREDE,COLUNA_SEÇÃO,COLUNA_VERTEBRAL,,,,,,,,,,,,,,
COLÔNIA,COLÔNIA_GRUPO,COLÔNIA_PERFUME,,,,,,,,,,,,,,,,
COMBATER,COMBATER_LUTAR,COMBATER_SUPRIMIR,,,,,,,,,,,,,,,,
COMBINAR,COMBINAR_ACORDO,COMBINAR_HARMONIZAR,,,,,,,,,,,,,,,,
COMERCIAL,COMERCIAL_ESTABELECIMENTO,COMERCIAL_TELEVISÃO,COMERCIAL_VENDER,,,,,,,,,,,,,,,
COMPANHIA,COMPANHIA_ACOMPANHAR,COMPANHIA_EMPRESA,,,,,,,,,,,,,,,,
COMPENSAR,COMPENSAR_BENEFÍCIO,COMPENSAR_CORRIGIR,COMPENSAR_EQUILIBRAR,,,,,,,,,,,,,,,
COMPOSIÇÃO,COMPOSIÇÃO_MÚSICA,COMPOSIÇÃO_ORGANIZAÇÃO,,,,,,,,,,,,,,,,
COMPRAR,COMPRAR_ADQUIRIR,COMPRAR_CARTÃO,COMPRAR_DINHEIRO,COMPRAR_PRAZO,COMPRAR_VISTA,,,,,,,,,,,,,
